iter	Logloss
0	0.6365652394
1	0.593143994
2	0.5558143533
3	0.5203841364
4	0.4875713377
5	0.4539305235
6	0.4249084084
7	0.4040307083
8	0.3781620984
9	0.3573733816
10	0.3415897985
11	0.3284999071
12	0.3075029047
13	0.2991749402
14	0.280195074
15	0.2736001895
16	0.2514549414
17	0.2411969577
18	0.2250691188
19	0.2186075358
20	0.2152928329
21	0.2108715633
22	0.2025249439
23	0.1973555852
24	0.193734455
25	0.1894778363
26	0.186377055
27	0.1812276839
28	0.1779244841
29	0.1729285712
30	0.1713992051
31	0.1694704907
32	0.1627787772
33	0.1570582663
34	0.1555236502
35	0.1534819637
36	0.1496453327
37	0.1463528602
38	0.141860045
39	0.1378566017
40	0.1317262121
41	0.1272835006
42	0.1249006161
43	0.1229413002
44	0.120587716
45	0.118848735
46	0.1180595703
47	0.116507881
48	0.1147610154
49	0.1130927947
50	0.1111479272
51	0.1101894778
52	0.1076350528
53	0.1062296136
54	0.1047765326
55	0.1038049661
56	0.101396809
57	0.09947599874
58	0.0978803697
59	0.09703395403
60	0.0960144211
61	0.09457489564
62	0.09357300785
63	0.09237375492
64	0.09175634069
65	0.09008404819
66	0.08960049976
67	0.08856705243
68	0.08786294986
69	0.0868227591
70	0.08643228773
71	0.08402847106
72	0.08291641899
73	0.08137739569
74	0.08031135009
75	0.07897554093
76	0.07834968916
77	0.07728239221
78	0.07583206279
79	0.0739968166
80	0.07256227782
81	0.07182435583
82	0.07044151639
83	0.06998644139
84	0.06957365317
85	0.06833487054
86	0.06784289313
87	0.06744513449
88	0.0667530367
89	0.06618902251
90	0.06570478763
91	0.06544832672
92	0.06483169134
93	0.0645062397
94	0.06418225865
95	0.06325033266
96	0.06297984565
97	0.06209014388
98	0.0618025812
99	0.06142890628
100	0.06073225362
101	0.06000853745
102	0.05918112892
103	0.05900360532
104	0.05797225386
105	0.05724188839
106	0.0568102667
107	0.05602403896
108	0.05584681128
109	0.05555256023
110	0.05538137494
111	0.05466648887
112	0.05431454339
113	0.05381404439
114	0.05350748859
115	0.05314493107
116	0.05253057267
117	0.05153280843
118	0.05093619483
119	0.05062453689
120	0.05012672923
121	0.04971293785
122	0.04960694196
123	0.04954822882
124	0.04939694795
125	0.04892167438
126	0.04852124363
127	0.0482384768
128	0.04816914156
129	0.04805462379
130	0.04754297886
131	0.04724017419
132	0.04649505514
133	0.04602992167
134	0.04584747315
135	0.04576951792
136	0.04519628269
137	0.0445782358
138	0.04449656591
139	0.04383925613
140	0.04329094686
141	0.0429884132
142	0.04285082233
143	0.04266698679
144	0.04213543904
145	0.04162240799
146	0.04124280338
147	0.04072698123
148	0.04052428426
149	0.04030989436
150	0.04017153925
151	0.03912818166
152	0.03884050655
153	0.03857900836
154	0.03800126216
155	0.03782429812
156	0.03778394843
157	0.03747450942
158	0.03728785255
159	0.03702627012
160	0.03652278012
161	0.03643347077
162	0.03629742218
163	0.03618688162
164	0.03614026107
165	0.03597439233
166	0.0358455985
167	0.03561224598
168	0.03526555613
169	0.03483542784
170	0.03472596311
171	0.03463885842
172	0.03461445344
173	0.03432900787
174	0.03416796282
175	0.03408258267
176	0.03397502726
177	0.03393379389
178	0.03376147065
179	0.033570316
180	0.03334262746
181	0.03328979233
182	0.03284376989
183	0.03281842731
184	0.03265231591
185	0.03246584642
186	0.03220370157
187	0.03204185001
188	0.03192025749
189	0.03179646476
190	0.0316323395
191	0.03131718493
192	0.03091495387
