iter	Logloss
0	0.6618407653
1	0.6354826574
2	0.6144234404
3	0.6007927266
4	0.5653121113
5	0.5331039087
6	0.5181973435
7	0.4826594783
8	0.4611065614
9	0.4317305306
10	0.4108573088
11	0.3915891374
12	0.3705652663
13	0.3510270603
14	0.3453946082
15	0.3316238565
16	0.3240048806
17	0.3160248653
18	0.3114470668
19	0.3030180555
20	0.2997168796
21	0.2928935146
22	0.2894276492
23	0.2830337366
24	0.2742053426
25	0.2723366798
26	0.2651524529
27	0.2596100805
28	0.2498628357
29	0.2487966169
30	0.2433745458
31	0.2391282441
32	0.2328416569
33	0.2302345698
34	0.2272639215
35	0.2249707589
36	0.222308462
37	0.218861723
38	0.2148073923
39	0.2077844012
40	0.2039668292
41	0.2000308261
42	0.199568478
43	0.1948034859
44	0.1918082192
45	0.1893222831
46	0.187846446
47	0.1872515578
48	0.1832920849
49	0.1817861846
50	0.1776994976
51	0.1776928716
52	0.1739747593
53	0.1736921127
54	0.1728288067
55	0.1710079329
56	0.1695586286
57	0.1674702899
58	0.1667859393
59	0.1640446076
60	0.1634124635
61	0.1594018255
62	0.1579291858
63	0.1556108007
64	0.155546992
65	0.155091861
66	0.1549732712
67	0.1540427632
68	0.1525017334
69	0.1524028937
70	0.1518034864
71	0.150570025
72	0.1498109687
73	0.1488032719
74	0.1473740077
75	0.1471452885
76	0.1461095862
77	0.1445686454
78	0.1433059613
79	0.142922195
80	0.1417302161
81	0.1409286053
82	0.1390418974
83	0.137752175
84	0.1367333626
85	0.1363813003
86	0.1356374089
87	0.135405165
88	0.1350168325
89	0.1345170663
90	0.1337279854
91	0.1333524597
92	0.1320307021
93	0.1315363415
94	0.1304764016
95	0.1292393626
96	0.1288687884
97	0.1284232614
98	0.1279416131
99	0.1271114449
100	0.1265581176
101	0.1249235498
102	0.1241701239
103	0.1229888803
104	0.1204889849
105	0.1201883905
106	0.1197071487
107	0.1192046381
108	0.1173530284
109	0.1157545374
110	0.1149908633
111	0.1147542841
112	0.1141777242
113	0.1134895177
114	0.1112833243
115	0.1097983371
116	0.1094937356
117	0.1081789209
118	0.1078343024
119	0.107507609
120	0.1066451211
121	0.1049398569
122	0.1040994427
123	0.1024193784
124	0.1020589232
125	0.1016293646
126	0.1014852663
127	0.1008881068
128	0.1001387989
129	0.09930202797
130	0.09895165341
131	0.09840546497
132	0.09788132738
133	0.09720566658
134	0.09615133421
135	0.09566717098
136	0.09546983734
137	0.09513355437
138	0.09464805286
139	0.09425566368
140	0.09395452263
141	0.09341877743
142	0.09270787277
143	0.09091601726
144	0.08980020862
145	0.08945354052
146	0.089150456
147	0.08786663302
148	0.08658786689
149	0.08646790704
150	0.08547289718
151	0.08510113542
152	0.08454381629
153	0.08435393213
154	0.0841559829
155	0.08346489459
156	0.08334649025
157	0.08298124565
158	0.08243350895
159	0.08201536793
160	0.08134296984
161	0.08103842991
162	0.0808606127
163	0.08040739666
164	0.07990795332
165	0.07966887177
166	0.07907943542
167	0.07898562867
168	0.07872502397
169	0.07822697067
170	0.0782207921
171	0.07815425015
172	0.07772240037
173	0.07731335019
174	0.07691623637
175	0.07666508428
176	0.07640052097
177	0.0760778313
178	0.07582569982
179	0.07562087626
180	0.07551275923
181	0.07484554091
182	0.07463692289
183	0.07389708813
184	0.07350196866
185	0.07340374179
186	0.07278533238
187	0.07262078992
188	0.07231161032
189	0.07152387315
190	0.07114010008
191	0.07084269342
192	0.07051554174
193	0.070484044
194	0.06981811118
195	0.06920795323
196	0.06867299863
197	0.06855415618
198	0.06810261195
199	0.06802594955
200	0.06775498763
201	0.06753124787
202	0.06716467652
203	0.0669946105
204	0.06656757815
205	0.06641774519
